Profile_id,Layer,Horizon code,Start (cm),End (cm),Organic Matter (%),Clay (<2 mu) (%),Silt (2-50 mu) (%),Loam (=silt+clay) (%),Sand (>50mu) (%),Median of sand fraction (mu),pH-KCl,CEC (mmol/kg),Ca-exch (mmol/kg),K-exch (mmol/kg),kationen Na-uit (mmol/kg),kationen Mg-uit (mmol/kg),Total P (mg P2O5/kg),Carbon (%),Total N(%),Bulk density (g per cm3),Laboratory code,Org. matter method,pH method,CEC method,Ca Mg method,Na K method,Total P method,Carbon Method,Total N method,Texture method (m = measurement; s = hand estimate),Soil Classification code,Soil map legend code,X,Y,Year
4788,1,1Ah,0,10,4.6,20,-99,-99,-99,-99,4.7,140,94,5,1,22,1060,2.2,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p235c,Rn,158400,445050,1993
4788,2,1Ah,10,30,2.7,20,-99,-99,-99,-99,4.4,126,82,3,1,20,920,1.4,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p235c,Rn,158400,445050,1993
4788,3,1Cu,30,60,1.7,22,-99,-99,-99,-99,5.1,176,127,4,1,33,920,0.8,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p235c,Rn,158400,445050,1993
4788,4,1Cg1,60,100,1.9,32,-99,-99,-99,-99,6.9,274,205,6,2,38,1080,0.8,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p235c,Rn,158400,445050,1993
4789,1,1Ah,0,10,1.1,42,-99,-99,-99,-99,4.8,397,278,8,3,53,1900,5,0.5,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,146600,438200,1993
4789,2,1Cg1,10,30,7.3,48,-99,-99,-99,-99,4.6,392,299,6,3,50,1530,3.3,0.3,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,146600,438200,1993
4789,3,1Cg1,30,60,4.5,48,-99,-99,-99,-99,4.9,408,311,6,7,49,1150,2,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,146600,438200,1993
4789,4,1Cg2,60,100,9.3,56,-99,-99,-99,-99,5,449,360,6,9,47,1140,4.3,0.4,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,146600,438200,1993
4792,1,1Ah,0,10,2.6,20,-99,-99,-99,-99,3.6,354,192,6,2,40,1800,5.4,0.5,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,180900,428200,1993
4792,2,1Ah,10,30,5.8,20,-99,-99,-99,-99,3.8,392,271,4,2,46,1330,2.5,0.3,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,180900,428200,1993
4792,3,1Cg1,30,60,3,48,-99,-99,-99,-99,4.4,433,321,5,2,48,1010,1.2,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,180900,428200,1993
4792,4,1Cg2,60,100,1.4,42,-99,-99,-99,-99,5,350,311,3,2,26,700,0.6,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,180900,428200,1993
4793,1,1Au,0,10,8.7,11,-99,-99,-99,-99,5.3,118,85,5,1,13,3420,8.9,0.4,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p215c,Rn,203550,350250,1993
4793,2,1Au,10,30,8.9,11,-99,-99,-99,-99,5.4,68,47,2,1,7,2210,9.3,0.3,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p215c,Rn,203550,350250,1993
4793,3,1ACg,30,60,6.9,11,-99,-99,-99,-99,5.5,99,73,1,3,11,1750,8.4,0.3,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p215c,Rn,203550,350250,1993
4793,4,1ACg,60,100,5.7,11,-99,-99,-99,-99,5.1,105,72,2,5,12,1270,2.7,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p215c,Rn,203550,350250,1993
4794,1,1Ah,0,10,9,38,-99,-99,-99,-99,4.4,390,251,12,2,47,2250,4.1,0.4,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,140950,421300,1993
4794,2,1Ah,10,30,4.3,38,-99,-99,-99,-99,4.7,439,295,6,2,41,1330,1.9,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,140950,421300,1993
4794,3,1Cg1,30,60,3.3,55,-99,-99,-99,-99,5,399,301,5,3,37,1450,1.6,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,140950,421300,1993
4794,4,1Cg2,60,100,2.7,60,-99,-99,-99,-99,4.5,372,268,6,7,37,1550,1.4,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,140950,421300,1993
4796,1,1Ah,0,10,9.6,38,-99,-99,-99,-99,6.7,452,356,26,4,35,3440,4.3,0.5,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,167300,430200,1993
4796,2,1ACg,10,30,4.4,44,-99,-99,-99,-99,5.9,342,284,9,5,34,1800,2,0.3,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,167300,430200,1993
4796,3,1Cg,30,60,2.1,55,-99,-99,-99,-99,5.2,326,248,4,6,40,1130,1,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,167300,430200,1993
4796,4,1Cg,60,100,2.7,55,-99,-99,-99,-99,5.2,389,274,6,15,49,1210,1.2,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,167300,430200,1993
4797,1,1Ah,0,10,7.1,32,-99,-99,-99,-99,3.5,195,88,6,1,19,1910,3.1,0.3,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p314c,Rn,181700,420750,1993
4797,2,1Ah,10,30,4.6,32,-99,-99,-99,-99,3.6,177,105,3,1,21,1600,2.1,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p314c,Rn,181700,420750,1993
4797,3,1Cg1,30,60,2.9,38,-99,-99,-99,-99,3.9,251,148,3,1,32,1280,1.3,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p314c,Rn,181700,420750,1993
4797,4,1Cg2,60,100,2.6,48,-99,-99,-99,-99,4.2,239,174,2,4,40,1870,1.2,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p314c,Rn,181700,420750,1993
4798,1,1Fz,-10,0,70.6,-99,-99,-99,-99,-99,2.7,270,52,9,8,29,1099,-99,1.4,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,5t422,Zd,226000,539000,1995
4798,2,2Ah,0,10,1.3,1,10,11,89,140,3.4,18,0,0,0,0,90,-99,0,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,5t422,Zd,226000,539000,1995
4798,3,2BC,10,30,0.6,1,10,11,89,140,4.1,8,0,0,0,0,70,-99,0,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,5t422,Zd,226000,539000,1995
4799,1,1AC,0,10,6.9,28,-99,-99,-99,-99,3.3,151,32,4,1,10,2690,3.3,0.3,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,139000,453600,1993
4799,2,1AC,10,30,2.5,28,-99,-99,-99,-99,3.4,163,66,3,1,20,2080,1.3,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,139000,453600,1993
4799,3,1Cg1,30,60,1.8,40,-99,-99,-99,-99,4.1,277,130,3,2,40,2080,0.9,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,139000,453600,1993
4799,4,1Cg2,60,100,1.3,60,-99,-99,-99,-99,4.8,268,188,4,2,38,3390,0.8,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,139000,453600,1993
4816,1,1Aa,0,5,31.2,11,-99,-99,-99,-99,4.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,s,o1dc,hV,101447,463785,1999
4816,2,1Aa,5,15,33.9,11,-99,-99,-99,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,s,o1dc,hV,101447,463785,1999
4825,1,1H,-6,0,56,-99,-99,-99,-99,-99,3,301,67,13,2,25,1374,28.3,1.6,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,g2i512,Y,172000,472000,1990
4825,2,2Ah,0,10,2.2,3,7,10,91,230,-99,17,1,1,0,1,570,0.9,0.1,-99,SC,SWV-M0010,,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,m,g2i512,Y,172000,472000,1990
4825,3,2BCw,10,30,1.3,3,9,12,88,260,-99,12,0,1,0,0,580,0.6,0,-99,SC,SWV-M0010,,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,m,g2i512,Y,172000,472000,1990
4825,4,2BCws1,30,60,1,3,11,13,87,260,-99,7,0,0,0,0,561,0.4,0,-99,SC,SWV-M0010,,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,m,g2i512,Y,172000,472000,1990
4825,5,2BCws,60,100,1.1,4,8,12,88,230,-99,6,0,0,0,0,600,0.5,0,-99,SC,SWV-M0010,,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,m,g2i512,Y,172000,472000,1990
4826,1,1Ap,5,30,2.2,22,28,50,50,165,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,,,,,,,,m,R5p232cg9,Rn,149920,443948,2001
4826,3,2Cg1,55,80,0.3,7,3,10,90,175,7.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,R5p232cg9,Rn,149920,443948,2001
4826,4,2Cg2,90,120,0.2,2,1,3,97,275,8.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,R5p232cg9,Rn,149920,443948,2001
4834,2,2Ah,6,15,36.2,20,-99,-99,-99,-99,4.2,-99,118,6,12,22,-99,-99,-99,-99,SC,SWV-M0010,SWV-M0013,,HOUBA,HOUBA,,,,s,1ds,hV,189648,569605,1998
4834,4,3Cwr,20,30,86.1,-99,-99,-99,-99,-99,4.7,-99,505,2,41,100,-99,-99,-99,-99,SC,SWV-M0010,SWV-M0013,,HOUBA,HOUBA,,,,s,1ds,hV,189648,569605,1998
4841,2,1Cw,3,10,89.1,-99,-99,-99,-99,-99,3.2,-99,59,8,9,6,-99,-99,-99,-99,SC,SWV-M0010,SWV-M0013,,HOUBA,HOUBA,,,,s,v4d422,Wg,242780,445059,1998
4841,3,1Ah1,10,14,62.6,-99,-99,-99,-99,-99,3.4,-99,39,6,5,3,-99,-99,-99,-99,SC,SWV-M0010,SWV-M0013,,HOUBA,HOUBA,,,,s,v4d422,Wg,242780,445059,1998
4841,4,2Ah2,14,26,20.2,-99,-99,-99,-99,-99,3.6,-99,19,1,2,1,-99,-99,-99,-99,SC,SWV-M0010,SWV-M0013,,HOUBA,HOUBA,,,,s,v4d422,Wg,242780,445059,1998
4848,2,2Ah1,3,15,46.9,-99,-99,-99,-99,-99,4,-99,168,4,3,5,-99,-99,-99,-99,GG,BK-27,002-A,,HOUBA,HOUBA,,,,s,1hc,aV,222040,515315,2000
4848,4,2Cr1,20,30,90.9,-99,-99,-99,-99,-99,4.3,-99,684,1,6,19,-99,-99,-99,-99,GG,BK-27,002-A,,HOUBA,HOUBA,,,,s,1hc,aV,222040,515315,2000
4856,1,1L,-3,0,99.8,-99,-99,-99,-99,-99,2.4,-99,81,42,16,50,-99,-99,-99,-99,GG,BK-27,002-A,,HOUBA,HOUBA,,,,s,1kz8,Vo,136850,464690,2000
4856,2,2Cu,0,9,98.2,-99,-99,-99,-99,-99,2.3,-99,149,22,15,43,-99,-99,-99,-99,GG,BK-27,002-A,,HOUBA,HOUBA,,,,s,1kz8,Vo,136850,464690,2000
4856,3,2Cr,9,20,95.7,-99,-99,-99,-99,-99,2.6,-99,172,5,9,30,-99,-99,-99,-99,GG,BK-27,002-A,,HOUBA,HOUBA,,,,s,1kz8,Vo,136850,464690,2000
4856,4,2Cwr1,20,30,93.4,-99,-99,-99,-99,-99,3.2,-99,295,3,7,25,-99,-99,-99,-99,GG,BK-27,002-A,,HOUBA,HOUBA,,,,s,1kz8,Vo,136850,464690,2000
4914,1,1Ah,0,10,9.8,48,-99,-99,-99,-99,5.2,328,207,10,3,37,2240,4.6,0.5,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,134650,431350,1993
4914,2,1Ah,10,30,5.7,48,-99,-99,-99,-99,4.6,322,222,6,3,39,1600,2.6,0.3,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,134650,431350,1993
4914,3,1Cg,30,60,2.6,48,-99,-99,-99,-99,5.4,402,273,9,6,43,1270,1.2,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,134650,431350,1993
4914,4,1Cg,60,100,7.3,48,-99,-99,-99,-99,5.9,478,376,8,11,49,1360,3.3,0.3,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p324c,Rn,134650,431350,1993
4915,1,1Ah,0,10,7.9,30,-99,-99,-99,-99,6.3,377,315,10,2,30,2650,3.6,0.4,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p314c,Rn,158400,426500,1993
4915,2,1Ah,10,30,6.2,30,-99,-99,-99,-99,6.9,389,359,6,2,21,2220,2.8,0.3,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p314c,Rn,158400,426500,1993
4915,3,1Cg1,30,60,3.4,34,-99,-99,-99,-99,6.7,353,318,7,2,17,2370,1.6,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p314c,Rn,158400,426500,1993
4915,4,1Cg2,60,100,4.5,48,-99,-99,-99,-99,6.9,395,359,7,4,24,2060,2.1,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p314c,Rn,158400,426500,1993
4916,1,1Ah,0,10,1.2,37,-99,-99,-99,-99,4.5,405,308,9,5,48,1880,5,0.5,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p314c,Rn,141200,422700,1993
4916,2,1Ah,10,30,5.5,37,-99,-99,-99,-99,4.8,427,338,9,5,40,1270,2.4,0.3,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p314c,Rn,141200,422700,1993
4916,3,1Cg1,30,60,3.9,45,-99,-99,-99,-99,5.6,409,336,8,10,38,1020,1.7,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p314c,Rn,141200,422700,1993
4916,4,1Cg2,60,100,3.2,50,-99,-99,-99,-99,6.3,477,404,9,16,45,1060,1.4,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p314c,Rn,141200,422700,1993
4918,2,1Apg,0,10,3.7,13,-99,-99,-99,160,3.5,87,4,2,0,2,710,1.8,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p225c,Rn,208050,443950,1993
4918,3,1Apg,10,30,1.4,13,-99,-99,-99,160,3.8,63,14,1,1,4,540,0.6,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p225c,Rn,208050,443950,1993
4918,4,1Cg2,30,60,1.8,24,-99,-99,-99,-99,4,119,67,2,1,15,780,0.8,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p225c,Rn,208050,443950,1993
4918,5,1Cg3,60,100,1.8,28,-99,-99,-99,-99,4.3,138,83,2,2,18,680,0.7,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p225c,Rn,208050,443950,1993
4919,1,1Ah,0,10,5,14,-99,-99,-99,-99,3.3,88,10,3,1,3,2370,2.4,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p225c,Rn,212800,445200,1993
4919,2,1Ah,10,30,2.9,14,-99,-99,-99,-99,3.5,87,10,2,0,3,2130,1.3,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p225c,Rn,212800,445200,1993
4919,3,1Cu1,30,60,2,16,-99,-99,-99,-99,4,102,57,2,1,14,2160,1,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p225c,Rn,212800,445200,1993
4919,4,1Cu2,60,100,1.9,22,-99,-99,-99,-99,4.9,118,84,2,2,16,2160,0.9,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5p225c,Rn,212800,445200,1993
4920,1,1Ah,0,10,3.6,20,-99,-99,-99,-99,6.5,176,133,6,1,23,1230,1.6,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5x235c,Rd,206900,451400,1993
4920,2,1Cu1,10,30,2.5,24,-99,-99,-99,-99,6.3,184,149,5,1,24,1260,1.2,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5x235c,Rd,206900,451400,1993
4920,3,1Cu2,30,60,1.5,30,-99,-99,-99,-99,6.5,172,131,4,1,25,920,0.7,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5x235c,Rd,206900,451400,1993
4920,4,2Cg1,60,100,1,20,-99,-99,-99,-99,6.2,166,122,4,1,28,600,0.4,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,136,39,s,R5x235c,Rd,206900,451400,1993
4931,1,1L/F,-3,0,75.9,-99,-99,-99,-99,-99,3.2,424,23,17,4,41,1489,-99,1.8,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,g5k433t6,Zn,202000,319000,1995
4931,2,1Ah,0,10,10.9,2,18,20,80,160,3.3,61,6,2,0,2,550,-99,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,g5k433t6,Zn,202000,319000,1995
4931,3,1AC,10,30,5.3,2,18,20,80,160,3.5,-99,-99,-99,-99,-99,350,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,g5k433t6,Zn,202000,319000,1995
4933,1,1Fz,-3,0,47.1,-99,-99,-99,-99,-99,2.7,289,61,7,2,22,939,-99,1.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,g2i513,Y,189000,462000,1995
4933,2,2Ah,0,10,5.5,2,18,20,80,250,3.3,35,1,1,0,1,320,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,g2i513,Y,189000,462000,1995
4933,3,2Ah,10,30,3.8,2,18,20,80,250,3.9,18,0,0,0,0,280,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,g2i513,Y,189000,462000,1995
4935,1,1Hr,-2,0,52.2,-99,-99,-99,-99,-99,2.7,178,68,5,2,17,939,-99,1.4,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,4k433,pZg,215000,459000,1995
4935,2,2Ah,0,10,4.2,5,15,20,80,175,3,37,3,1,0,1,520,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,4k433,pZg,215000,459000,1995
4935,3,2Ah,10,30,1.7,5,15,20,80,175,3.9,-99,-99,-99,-99,-99,340,-99,0,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,4k433,pZg,215000,459000,1995
4936,1,1Fz,-2,0,55.7,-99,-99,-99,-99,-99,2.6,298,44,5,2,15,1122,-99,1.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,3i82,BLd,191000,418000,1995
4936,2,2Ah,0,10,7.1,6,64,70,30,-99,3,50,2,1,0,1,340,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,3i82,BLd,191000,418000,1995
4936,3,2Cbm,10,30,4.1,6,64,70,30,-99,3.8,-99,-99,-99,-99,-99,270,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,3i82,BLd,191000,418000,1995
4937,1,1Fz,-1,0,24.4,-99,-99,-99,-99,-99,2.8,174,10,2,1,4,641,-99,0.6,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,g2i512,Y,175000,473000,1995
4937,2,2Ahm,0,10,6.9,-99,-99,16,84,250,2.9,40,1,1,0,1,350,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,g2i512,Y,175000,473000,1995
4937,3,2A/B,10,30,2.9,-99,-99,16,84,250,3.9,21,0,0,0,0,280,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,g2i512,Y,175000,473000,1995
4940,1,1Hh,-2,0,46.2,-99,-99,-99,-99,-99,2.6,295,75,7,6,16,1168,-99,1.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,5k423,Zn,221000,463000,1995
4940,2,2Ah,0,10,4.3,-99,-99,20,80,140,3.1,42,0,0,0,0,210,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,5k423,Zn,221000,463000,1995
4940,3,2BC,10,30,1.7,-99,-99,20,80,140,3.8,-99,-99,-99,-99,-99,110,-99,0,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,5k423,Zn,221000,463000,1995
4952,1,1Fz,0,0,63.2,-99,-99,-99,-99,-99,2.5,337,99,4,18,42,1351,-99,1.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,2r423,Hn,135000,377000,1995
4952,2,2A/E/B,0,10,2.1,-99,-99,20,80,140,3.2,16,1,0,0,0,140,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,2r423,Hn,135000,377000,1995
4952,3,2A/E/B,10,30,1.9,-99,-99,20,80,140,3.7,-99,-99,-99,-99,-99,130,-99,0,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,2r423,Hn,135000,377000,1995
4953,1,1Hz,0,0,65.6,-99,-99,-99,-99,-99,2.6,227,39,4,3,11,962,-99,1.5,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,2r432,Hn,138000,383000,1995
4953,2,2A/E,0,10,5.2,-99,-99,14,86,160,2.9,28,2,1,0,1,240,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,2r432,Hn,138000,383000,1995
4953,3,2A/E,10,30,3.2,-99,-99,14,86,160,3.4,-99,-99,-99,-99,-99,180,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,2r432,Hn,138000,383000,1995
4955,1,1Hr,-1,0,64.1,-99,-99,-99,-99,-99,2.7,333,83,10,3,22,1237,-99,1.5,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,g2i522,Y,185000,477000,1995
4955,2,2Ah,0,10,5,-99,-99,20,80,500,3.2,42,2,1,0,1,250,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,g2i522,Y,185000,477000,1995
4955,3,2Bws,10,30,2.1,-99,-99,16,84,500,4.1,-99,-99,-99,-99,-99,180,-99,0,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,g2i522,Y,185000,477000,1995
4956,2,1Hr,-2,0,33.1,-99,-99,-99,-99,-99,2.8,185,13,6,1,7,870,-99,0.7,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,g2i523,Y,187000,477000,1995
4956,3,2Ah,0,10,8.8,-99,-99,25,75,500,3.1,43,1,1,0,1,400,-99,0.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,g2i523,Y,187000,477000,1995
4956,4,2Ah,10,30,3.3,-99,-99,25,75,500,3.9,-99,-99,-99,-99,-99,290,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,g2i523,Y,187000,477000,1995
4959,1,1Hr,-1,0,44.2,-99,-99,-99,-99,-99,2.7,254,40,7,1,13,1031,-99,1.2,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,2v431,Hd,201000,496000,1995
